 32349 258.7114587500 106.7131430556   379.21 -1.44
 30438 264.0121225000 142.6957180556    10.43 -0.62
 69673 146.0818858333  70.8127300000    88.85 -0.05
 71683 140.0795895833 150.8351469444   742.12 -0.01
 91262  80.7658916667  51.2170069444   128.93  0.03
 24608 280.8279350000  44.0009708333    77.29  0.08
 24436 281.3655366667  98.2016391667     4.22  0.18
 37279 245.1727579167  84.7724922222   285.93  0.40
  7588 335.5718679167 147.2366600000    22.68  0.45
 27989 271.2071283333  82.5929636111     7.63  0.45
 68702 149.0439808333 150.3729783333     6.21  0.61
 97649  62.3054912500  81.1326150000   194.44  0.76
 60718 173.3502441667 153.0990558333    10.17  0.77
 21421 291.0199979167  73.4902383333    50.09  0.87
 65474 158.7016475000 101.1612450000    12.44  0.98
 80763 112.6480520833 116.4319461111     5.40  1.06
 37826 243.6693175000  61.9736897222    96.74  1.16
113368  15.5882266667 119.6218369444   130.08  1.17
 62434 168.0695045833 149.6887325000     9.25  1.25
102098  49.6420275000  44.7196658333     1.01  1.25
 71681 140.0858716667 150.8394713889   742.12  1.35
 49669 207.9064191667  78.0328050000    42.09  1.36
 33579 255.3435554167 118.9720894444     7.57  1.50
 36850 246.3499808333  58.1113636111    63.27  1.58
 61084 172.2086279167 147.1125691667    37.09  1.59
 85927  96.5978062500 127.1037483333     4.64  1.62
 25336 278.7172158333  83.6502655556    13.42  1.64
 25428 278.4270920833  61.3921266667    24.89  1.65
 45238 221.6989966667 159.7174725000    29.34  1.67
 26311 275.9466141667  91.2019172222     2.43  1.69
109268  27.9421816667 136.9606158333    32.16  1.73
 26727 274.8103133333  91.9425783333     3.99  1.74
 39953 237.6168529167 137.3366116667     3.88  1.75
 62956 166.4931958333  34.0401569444    40.30  1.76
 15863 308.9193812500  40.1387572222     5.51  1.79
 90185  83.9568904167 124.3843147222    22.55  1.79
 54061 194.0673462500  28.2488811111    26.38  1.81
 34444 252.9021416667 116.3932077778     1.82  1.83
 67301 153.1143912500  40.6866972222    32.39  1.85
 86228  95.6703091667 132.9978216667    11.99  1.86
 41037 234.3713970833 149.5095383333     5.16  1.86
 28360 270.1176275000  45.0525650000    39.72  1.90
 82273 107.8338925000 159.0276350000     7.85  1.91
 42913 228.8241779167 144.7085680556    40.90  1.93
 31681 260.5720737500  73.6005852778    31.12  1.93
100751  53.5881266667 146.7348808333    17.80  1.94
 11767 322.0538529167   0.7358619444     7.56  1.97
 30324 264.3250525000 107.9559166667     6.53  1.98
 46390 218.1031175000  98.6586833333    18.40  1.99
  9884 328.2071425000  66.5372225000    49.48  2.01
 50583 205.0076595833  70.1581397222    25.96  2.01
  3419 349.1032154167 107.9866841667    34.04  2.04
 92855  76.1836804167 116.2965941667    14.54  2.05
 68933 148.3278137500 126.3686958333    53.52  2.06
112122  19.3336045833 136.8845658333    19.17  2.07
  5447 342.5675100000  54.3791694444    16.36  2.07
   677 357.9034666667  60.9091719444    33.60  2.07
 27366 273.0608837500  99.6696019444     4.52  2.07
 72607 137.3233525000  15.8445241667    25.79  2.07
 86032  96.2666466667  77.4394241667    69.84  2.08
 14576 312.9577929167  49.0443488889    35.14  2.09
  9640 329.0253370833  47.6701516667     9.19  2.10
 57632 182.7338404167  75.4276630556    90.16  2.14
  4427 345.8229120833  29.2832502778     5.32  2.15
 61932 169.6199791667 138.9598855556    25.01  2.20
 45556 220.7273816667 149.2752611111     4.71  2.21
 39429 239.1038745833 130.0031883333     2.33  2.21
 76267 126.3283770833  63.2850897222    43.65  2.22
 65378 159.0190841667  35.0745847222    41.73  2.23
100453  54.4429166667  49.7433186111     2.14  2.23
 44816 223.0009287500 133.4326241667     5.69  2.23
 87833  90.8484254167  38.5110488889    22.10  2.24
  3179 349.8733866667  33.4625908333    14.27  2.24
 25930 276.9983345833  89.7009066667     3.56  2.25
   746 357.7079595833  30.8497819444    59.89  2.28
 78401 119.9166179167 112.6216202778     8.12  2.29
 82396 107.4573125000 124.2926097222    49.85  2.29
 66657 155.0280304167 143.4663627778     8.68  2.29
 71860 139.5176091667 137.3881413889     5.95  2.30
 71352 141.1231183333 132.1577455556    10.57  2.33
 53910 194.5400383333  33.6176552778    41.07  2.34
 72105 138.7531212500  62.9258261111    15.55  2.35
107315  33.9535820833  80.1249922222     4.85  2.38
 86670  94.3780008333 129.0299208333     7.03  2.39
  2081 353.4297191667 132.3051219444    42.14  2.40
 58001 181.5427445833  36.3052669444    38.99  2.41
 84012 102.4055733333 105.7251475000    38.77  2.43
113881  14.0569441667  61.9175452778    16.37  2.44
105199  40.3559100000  27.4145447222    66.84  2.45
 35904 248.9762291667 119.3031197222     1.02  2.45
 45941 219.4715450000 145.0106952778     6.05  2.47
102488  48.4481991667  56.0305466667    45.26  2.48
113963  13.8099300000  74.7946322222    23.36  2.49
 81377 110.7102916667 100.5671516667     7.12  2.54
 14135 314.4300870833  85.9100747222    14.82  2.54
 68002 151.1148545833 137.2882663889     8.48  2.55
 54872 191.4732829167  69.4759661111    56.52  2.56
 78820 118.6406879167 109.8053927778     6.15  2.56
 59196 177.9102350000 140.7224100000     8.25  2.58
 25985 276.8174420833 107.8222922222     2.54  2.58
 59803 176.0480508333 107.5419836111    19.78  2.58
 93506  74.3469858333 119.8801141667    36.61  2.60
 74785 130.7480341667  99.3828669444    20.38  2.61
 77070 123.9333508333  83.5744802778    44.54  2.63
  8903 331.3402120833  69.1917005556    54.74  2.64
 61359 171.4031912500 113.3966230556    23.34  2.65
 28380 270.0698408333  52.7872358333    18.83  2.65
 26634 275.0877504167 124.0740494444    12.16  2.65
  6686 338.5474875000  29.7645966667    32.81  2.66
 73273 135.3668579167 133.1338669444     6.23  2.68
 67927 151.3286825000  71.6014125000    88.17  2.68
 61585 170.7038179167 159.1355336111    10.67  2.69
 52727 198.3078245833 139.4201252778    28.18  2.69
 23015 285.7515991667  56.8338647222     6.37  2.69
 85696  97.3090050000 127.2957402778     6.29  2.70
 35264 250.7143158333 127.0974869444     2.98  2.71
 97278  63.4351241667  79.3867313889     7.08  2.72
 89931  84.7515766667 119.8280391667    10.67  2.72
 79593 116.4134741667  93.6939755556    19.16  2.73
 80331 114.0020545833  28.4859247222    37.18  2.73
 61941 169.5833245833  91.4495222222    84.53  2.74
 52419 199.2607220833 154.3944794444     7.43  2.74
 65109 159.8497266667 126.7120811111    55.64  2.75
 72622 137.2800945833 106.0416105556    42.25  2.75
 26241 276.1417454167  95.9098997222     2.46  2.75
 86742  94.1317629167  85.4330830556    39.78  2.76
 84345 101.3380733333  75.6097469444     8.53  2.78
 23875 283.0373583333  95.0862627778    36.71  2.78
 80816 112.4447429167  68.5103513889    22.07  2.78
 59747 176.2135125000 148.7489016667     8.96  2.79
 85670  97.3917629167  37.6986411111     9.02  2.79
 76297 126.2147483333 131.1666950000     5.75  2.80
 81693 109.6771787500  58.3981130556    92.63  2.81
 25606 277.9386404167 110.7592322222    20.49  2.81
  2021 353.5866583333 167.2550350000   133.78  2.82
 81266 111.0293358333 118.2159616667     7.59  2.82
 90496  83.0072104167 115.4212472222    42.20  2.82
  1067 356.6910416667  74.8163841667     9.79  2.83
 39757 238.1137408333 114.3044366667    51.99  2.83
 77952 121.2133000000 153.4297497222    81.24  2.83
 85258  98.6750116667 145.5298238889     5.41  2.84
 85792  97.0394933333 139.8759816667    13.46  2.84
 18246 301.4670062500  58.1163422222     3.32  2.84
 17702 303.1288991667  65.8947580556     8.87  2.85
 63608 164.4551645833  79.0408980556    31.90  2.85
107556  33.2404779167 106.1265658333    84.58  2.85
 97165  63.7564912500  44.8693080556    19.07  2.86
  9236 330.3088675000 151.5699244444    45.74  2.86
 74946 130.2721300000 158.6794672222    17.85  2.87
 30343 264.2600370833  67.4861497222    14.07  2.87
110130  25.3742575000 150.2594947222    16.42  2.87
 13847 315.4345183333 130.3047350000    20.22  2.88
