 63125 167.1788621888  53.5916132060 Cor Caroli
 63608 165.4221295433  80.9507573727 Vindemiatrix
 65378 160.3485474640  37.8535702080 Mizar
 65474 159.6819773588 103.0711043171 Spica
 65477 160.4356587982  31.9313938319 Alcor
 67301 154.5252731832  42.5965565393 Alkaid
 67927 151.8479556059  70.2798062105 Muphrid
 68702 151.9098769591 152.5827905355 Hadar
 68756 151.5147429997  27.6991436284 Thuban
 68933 146.7234476126 124.4508940289 Menkent
 69673 147.4234432090  68.1647551823 Arcturus
 69701 146.9604141322  97.9093854282 Syrma
 71075 143.1665502170  53.6019757060 Seginus
 71683 138.3372577401 148.1065713922 Rigil Kent
 72105 139.8081848134  64.8356854282 Izar
 72487 139.0043401733  45.7934659838 Merga
 72607 140.4549145937  17.7543834838 Kocab
 72622 138.2838911509 107.9514698727 Zubenelgenubi
 73555 135.7332253471  51.5192226504 Nekkar
 74785 131.7218167169 101.2927262615 Zubeneschamali
 75097 132.5996184608  20.0758862615 Pherkad
 75411 130.0494182838  54.5328984838 Alkalurops
 75458 130.5235434383  32.9438357060 Edasich
 75695 129.1159004276  62.8043676504 Nusakan
 76267 127.3803623818  65.1949490393 Alphekka
 77070 124.8912539653  85.4843395949 Unukalhai
 78401 121.1776622272 114.7669983942 Dschubba
 78820 116.8988592909 108.2280318425 Acrab
 79043 118.9703094418  74.8628657060 Marsic
 79593 116.7329341850  95.8333787651 Yed Prior
 79882 115.9517072675  97.9052322273 Yed Posterior
 80112 115.5839238899 118.1622512053 Al Niyat
 80463 114.6228399880  77.8764440393 Cujam
 80763 113.8591772774 120.4708122949 Antares
 80816 113.1720806281  66.8844209332 Kornephoros
 80883 113.4448182794  89.7051399389 Marfik
 82273 110.7577481395 160.9374943171 Atria
 83608 105.2366952864  37.4399962615 Alrakis
 84012 103.4075921164 107.6350068171 Sabik
 84345 102.4891347973  73.9950130096 Rasalgethi
 85670  98.8896018134  39.6085004282 Rastaban
 85693  98.6640742596  67.3269729647 Maasym
 85696  97.6998273201 129.1558776167 Lesath
 85822 107.2387253375   5.3235301504 Yildun
 85927  97.5982456797 131.1945671909 Shaula
 86032  98.1182351481  79.3287283944 Rasalhague
 86228  97.0186129097 134.9076809838 Girtab
 86742  95.0877203250  87.3429423727 Cebalrai
 87585  94.4319021078  30.9946003112 Grumium
 87833  93.5772502529  41.7815091247 Etamin
 88635  89.6779764157 122.3335093171 Alnasl
 89931  87.4918556347 123.9614983795 Kaus Media
 90185  85.1416836090 126.2941740393 Kaus Australis
 90496  84.0821360734 117.3311065393 Kaus Borealis
 91262  81.9596043079  53.1268662615 Vega
 92420  78.3539949260  58.3244009398 Sheliak
 92855  77.2672882682 118.2064534838 Nunki
 92946  77.3464089340  84.8222777030 Alya
 93194  76.8685193385  60.2975650114 Sulafat
 93506  75.4704524551 121.7899734838 Ascella
 94376  74.1870057541  24.2485423727 Altais
 95241  70.3287988697 137.4322773455 Arkab
 95347  71.4178498539 134.3136045815 Rukbat
 95947  68.8682756202  63.9287487338 Albireo
 96757  65.9698383932  73.8959209838 Sham
 97278  65.1520007215  77.8453815381 Tarazed
 97649  64.9869237578  79.7820055475 Altair
 98036  64.6982014513  81.9918312125 Alshain
100027  56.5740831230 104.4180734838 Algedi
100345  55.7442408344 106.6912604282 Dabih
100453  56.1375895673  52.1358672429 Sadr
100751  55.6881916924 149.4996793130 Peacock
101769  52.4738838151  77.5554326644 Rotanev
101958  50.7208690550  73.1264895290 Sualocin
102098  52.4717805576  46.5001577748 Deneb
102488  49.5749645292  57.9404059838 Gienah
102618  49.0552816594 101.4055493171 Albali
104987  42.0007331529  86.6617854282 Kitalpha
105199  42.3057255275  29.3244040393 Alderamin
106032  40.4581729040  21.3491645949 Alfirk
106278  38.2933967388  93.9759974664 Sadalsuud
106985  35.7315913188 108.9995989474 Nashira
107136  36.3056436897  37.2747544529 Azelfafage
107259  35.9239669801  33.3441135188 The Garnet
107315  34.7017152424  82.2555715220 Enif
107556  35.1692933245 111.5994280461 Deneb Algedi
108917  24.1243898654  23.4234637978 Kurhah
109074  29.5093587389  91.5900326504 Sadalmelik
109268  29.3939644064 138.8704751504 Alnair
109427  28.4083609315  85.7120704282 Biham
110003  26.7605665705  99.6930962615 Ancha
110395  25.5427630549  93.7341920320 Sadachbia
111710  21.5211807493  96.1376220949 Situla
112029  20.6013125443  81.0784682060 Homan
112158  20.5654099849  62.1305670734 Matar
112748  18.2722539178  68.4096579710 Sadalbari
113136  17.3398886813 107.7306193171 Skat
113368  16.7085745923 121.5316962615 Fomalhaut
113881  15.8560144437  64.2684231038 Scheat
113963  14.7911596512  76.7044915393 Markab
116727   9.0345639554  14.2778923727 Erra
